record_id,scenario_id,period,facility_id,case_type,chemistry,pack_mass_kg,demand_packs,demand_kg,production_packs,regular_capacity_packs,overtime_capacity_packs,service_gap_packs,eol_returns_packs,eol_returns_kg,collection_rate,grade_A_share,grade_B_share,grade_C_share,soh,cycles,damage_index,temperature_c,recovery_quality_score,quality_grade,pathway,recycle_yield,reman_yield,second_life_share,reman_eligible_share,expected_recovered_kg,recycled_content_share,material_price_index,transport_distance_km,facility_available,facility_uptime,energy_kwh_per_pack,grid_kgco2e_per_kwh,scrap_rate,safety_stock_packs,imputation_required,data_quality_state
OBS-05255-SCN-06-026-P05,SCN-06-026,5,PLANT-03,transport_disruption,LMO,406.856,2001.568,814349.168,1988.866,2272.615,371.315,0.0,414.817,168770.442,0.815385,0.526606,0.171465,0.301929,0.756222,1190.7,0.070868,16.749,0.60571,B,disposal,0.897772,0.846465,0.185945,0.291529,100572.416,0.44605,1.042147,664.837,1,0.985738,263.62,0.28804,0.037768,218.948,0,COMPLETE
OBS-05256-SCN-06-026-P06,SCN-06-026,6,PLANT-03,transport_disruption,LMO,406.856,1840.311,748740.564,1862.261,2023.978,327.207,0.0,419.947,170857.624,0.652158,0.465932,0.258298,0.27577,0.751514,1560.334,0.150691,27.18,0.582219,B,remanufacture,0.892749,0.841543,0.1716,0.293916,82405.604,0.454578,1.047343,393.612,1,0.982992,343.177,0.302246,0.030488,211.76,0,COMPLETE
OBS-05257-SCN-06-026-P07,SCN-06-026,7,PLANT-03,transport_disruption,LMO,406.856,1679.261,683216.733,1690.034,1902.214,280.617,0.0,360.269,146577.468,0.762695,0.475058,0.19462,0.330321,0.741492,575.16,0.230949,21.428,0.532302,B,remanufacture,0.886269,0.800528,0.162328,0.335574,82996.17,0.163921,1.110674,1015.707,1,0.968574,338.479,0.369118,0.044519,191.115,0,COMPLETE
OBS-05258-SCN-06-026-P08,SCN-06-026,8,PLANT-03,transport_disruption,LMO,406.856,1658.87,674920.615,1656.928,1840.391,238.399,0.0,416.588,169491.293,0.782292,0.473033,0.211799,0.315169,0.809708,1273.138,0.2591,36.968,0.542717,B,recycle,0.872039,0.833442,0.176448,0.2908,95223.324,0.244215,1.104762,681.504,1,0.991997,266.975,0.3483,0.048047,127.327,0,COMPLETE
OBS-05259-SCN-06-026-P09,SCN-06-026,9,PLANT-03,transport_disruption,LMO,406.856,1503.791,611825.861,1509.678,1702.56,260.691,0.0,270.06,109875.285,0.765253,0.551085,0.181419,0.267496,0.866755,1387.139,0.044928,29.289,0.709631,A,remanufacture,0.892915,0.858508,0.177132,0.351296,61779.655,0.337047,0.820401,1739.013,1,0.981756,351.352,0.438328,0.048768,178.175,0,COMPLETE
OBS-05260-SCN-06-026-P10,SCN-06-026,10,PLANT-03,transport_disruption,LMO,406.856,1771.647,720804.501,1753.28,2115.073,329.63,0.0,340.926,138707.539,0.722081,0.529636,0.225647,0.244717,0.932897,671.405,0.247425,28.247,0.663182,A,recycle,0.877098,0.843433,0.181528,0.300405,71901.455,0.288989,1.032233,546.757,1,0.987514,311.224,0.486265,0.042409,203.461,0,COMPLETE
OBS-05261-SCN-06-027-P01,SCN-06-027,1,PLANT-02,transport_disruption,NCA,413.436,2668.719,1103345.365,2675.431,3157.942,498.433,0.0,536.005,221603.818,0.750313,0.483234,0.255039,0.261727,0.753483,980.273,0.089095,16.046,0.592881,B,disposal,0.896635,0.835609,0.158746,0.314328,125418.822,0.41138,1.039021,1577.199,1,0.995092,351.753,0.588923,0.038719,272.538,0,COMPLETE
OBS-05262-SCN-06-027-P02,SCN-06-027,2,PLANT-02,transport_disruption,NCA,413.436,2992.435,1237181.613,2993.091,3204.957,438.829,0.0,672.359,277977.842,0.697684,0.455706,0.277579,0.266715,0.756549,753.185,0.211303,23.547,0.558931,B,remanufacture,0.880127,0.815903,0.137901,0.314111,147153.716,0.260642,1.082378,1141.721,1,0.979555,316.827,0.240129,0.048282,353.192,0,COMPLETE
OBS-05263-SCN-06-027-P03,SCN-06-027,3,PLANT-02,transport_disruption,NCA,413.436,3041.171,1257330.656,3093.216,3358.859,495.155,0.0,823.857,340612.633,0.708795,0.488719,0.239964,0.271317,0.856008,878.143,0.209746,19.25,0.618399,B,remanufacture,0.889286,0.847042,0.171649,0.284671,177843.191,0.190667,0.954647,1177.446,1,0.991774,317.263,0.159302,0.042097,286.824,0,COMPLETE
OBS-05264-SCN-06-027-P04,SCN-06-027,4,PLANT-02,transport_disruption,NCA,413.436,2741.274,1133342.255,2756.521,3149.785,463.88,0.0,295.964,122362.393,0.75818,0.479078,0.260236,0.260686,0.804059,1171.131,0.096991,20.222,0.638032,A,second_life,0.904512,0.828904,0.153825,0.308313,71005.997,0.423774,0.914308,454.182,1,0.982214,322.312,0.396387,0.047507,284.913,0,COMPLETE
OBS-05265-SCN-06-027-P05,SCN-06-027,5,PLANT-02,transport_disruption,NCA,413.436,2722.997,1125786.156,2734.591,3256.271,412.566,0.0,368.809,152479.078,0.807425,0.534546,0.221488,0.243965,0.863096,1042.915,0.08124,10.617,0.659286,A,recycle,0.863743,0.853781,0.152652,0.357563,90106.916,0.291896,1.202716,913.306,1,0.983178,278.862,0.270849,0.03506,281.648,0,COMPLETE
OBS-05266-SCN-06-027-P06,SCN-06-027,6,PLANT-02,transport_disruption,NCA,413.436,2585.659,1069005.329,2564.839,3036.145,471.541,0.0,410.197,169590.375,0.6514,0.417728,0.271287,0.310985,0.703321,53.112,0.122865,36.424,0.533145,B,remanufacture,0.884388,0.801917,0.138121,0.24049,84204.987,0.217614,0.95873,1033.413,1,0.9865,270.436,0.414254,0.028233,179.347,0,COMPLETE
OBS-05267-SCN-06-027-P07,SCN-06-027,7,PLANT-02,transport_disruption,NCA,413.436,2492.868,1030642.448,2534.745,2975.217,249.39,0.0,557.484,230484.052,0.737468,0.424596,0.262473,0.312931,0.742793,834.022,0.275308,18.954,0.504525,B,remanufacture,0.848238,0.80284,0.153554,0.301246,122039.64,0.411029,1.239793,20.0,1,0.974887,355.825,0.207444,0.038646,234.787,0,COMPLETE
OBS-05268-SCN-06-027-P08,SCN-06-027,8,PLANT-02,transport_disruption,NCA,413.436,2402.052,993095.733,2430.586,2852.54,451.626,0.0,485.703,200807.182,0.770211,0.413424,0.244885,0.341691,0.751859,981.788,0.312231,40.978,0.463534,B,remanufacture,0.873654,0.790599,0.148643,0.289365,115037.783,0.276588,1.228122,768.564,1,0.989603,275.945,0.230956,0.044711,231.151,0,COMPLETE
OBS-05269-SCN-06-027-P09,SCN-06-027,9,PLANT-02,transport_disruption,NCA,413.436,2224.865,919840.086,2218.621,2551.159,329.666,0.0,232.1,95958.4,0.678604,0.529987,0.259862,0.210151,0.862674,728.341,0.186555,27.923,0.642809,A,second_life,0.892243,0.826602,0.143595,0.322438,49757.827,0.306186,0.92418,1069.508,1,0.985748,313.344,0.542301,0.03902,256.836,0,COMPLETE
OBS-05270-SCN-06-027-P10,SCN-06-027,10,PLANT-02,transport_disruption,NCA,413.436,2332.127,964186.217,2349.138,2647.435,401.777,0.0,265.785,109885.047,0.738166,0.40218,0.258599,0.339222,0.667116,1170.339,0.21726,34.214,0.468397,B,remanufacture,0.889195,0.812028,0.139456,0.274225,62067.229,0.230131,0.841253,1400.638,1,0.98814,376.468,0.308655,0.037326,270.541,0,COMPLETE
OBS-05271-SCN-06-028-P01,SCN-06-028,1,PLANT-12,transport_disruption,NMC622,420.566,2022.825,850731.875,2043.156,2249.531,374.492,0.0,258.331,108645.135,0.761084,0.524393,0.225004,0.250603,0.829516,1208.805,0.091846,18.911,0.654899,A,remanufacture,0.916703,0.844266,0.187738,0.329114,61569.776,0.271756,0.869564,302.729,1,0.997124,315.875,0.424891,0.043583,210.854,0,COMPLETE
OBS-05272-SCN-06-028-P02,SCN-06-028,2,PLANT-12,transport_disruption,NMC622,420.566,2021.57,850203.933,2038.269,2197.475,213.915,0.0,556.898,234212.287,0.831781,0.507254,0.224974,0.267773,0.799894,1323.997,0.187565,14.243,0.573621,B,remanufacture,0.883943,0.823802,0.150826,0.30705,146230.877,0.237859,1.034727,552.811,1,0.984774,322.671,0.234595,0.042047,117.313,0,COMPLETE
OBS-05273-SCN-06-028-P03,SCN-06-028,3,PLANT-12,transport_disruption,NMC622,420.566,2427.673,1020997.248,2453.493,2884.027,441.034,0.0,414.705,174410.991,0.81284,0.477738,0.199314,0.322948,0.792006,1176.384,0.13602,22.808,0.618379,B,remanufacture,0.892804,0.832879,0.146862,0.304586,107982.792,0.359952,0.977273,1249.46,1,0.991336,300.393,0.549806,0.035793,145.728,0,COMPLETE
OBS-05274-SCN-06-028-P04,SCN-06-028,4,PLANT-12,transport_disruption,NMC622,420.566,2236.218,940477.679,2212.578,2378.649,354.614,0.0,469.153,197310.071,0.708779,0.476197,0.239597,0.284206,0.713873,930.422,0.152383,24.415,0.559089,B,remanufacture,0.906269,0.822301,0.149705,0.307424,107767.241,0.254598,1.117354,1650.344,1,0.994789,249.883,0.288138,0.03059,218.124,0,COMPLETE
OBS-05275-SCN-06-028-P05,SCN-06-028,5,PLANT-12,transport_disruption,NMC622,420.566,1934.722,813678.69,1966.799,2229.007,365.798,0.0,239.36,100666.906,0.725164,0.451059,0.175007,0.373934,0.61835,427.544,0.32058,22.599,0.404131,B,recycle,0.82655,0.798789,0.15043,0.250044,51261.552,0.149598,0.959955,1372.453,1,0.991518,349.818,0.300215,0.036902,204.612,0,COMPLETE
OBS-05276-SCN-06-028-P06,SCN-06-028,6,PLANT-12,transport_disruption,NMC622,420.566,1901.653,799770.862,1916.99,2243.709,224.137,0.0,234.837,98764.55,0.75258,0.579586,0.224777,0.195637,0.98,1101.351,0.101106,24.469,0.775476,A,second_life,0.912213,0.863955,0.186348,0.366309,55168.215,0.299405,1.052621,577.259,1,0.976281,333.5,0.594521,0.032086,220.497,0,COMPLETE
OBS-05277-SCN-06-028-P07,SCN-06-028,7,PLANT-12,transport_disruption,NMC622,420.566,1720.478,723575.009,1705.767,1963.513,269.917,0.0,187.246,78749.455,0.745029,0.485056,0.252554,0.26239,0.745289,617.054,0.187966,17.989,0.545353,B,recycle,0.88681,0.814614,0.160269,0.329321,43690.98,0.380968,0.980451,770.689,1,0.986251,332.478,0.50325,0.02498,144.2,0,COMPLETE
OBS-05278-SCN-06-028-P08,SCN-06-028,8,PLANT-12,transport_disruption,NMC622,420.566,1634.882,687576.105,1656.733,1832.188,178.375,0.0,343.267,144366.507,0.631064,0.51754,0.23037,0.25209,0.850519,876.474,0.071365,11.094,0.656401,A,remanufacture,0.883223,0.872931,0.164636,0.354189,67218.059,0.474477,1.117627,2000.0,1,0.971055,328.997,0.291871,0.035393,78.653,0,COMPLETE
OBS-05279-SCN-06-028-P09,SCN-06-028,9,PLANT-12,transport_disruption,NMC622,420.566,1658.324,697435.143,1656.225,1794.978,238.621,0.0,327.547,137755.047,0.832041,0.515837,0.190027,0.294136,0.81561,851.666,0.250702,29.159,0.574425,B,remanufacture,0.875547,0.829218,0.167118,0.311258,83582.538,0.287465,1.136646,956.504,1,0.988175,304.25,0.320583,0.049579,87.537,0,COMPLETE
OBS-05280-SCN-06-028-P10,SCN-06-028,10,PLANT-12,transport_disruption,NMC622,420.566,1762.716,741338.594,1775.46,2000.322,230.243,0.0,198.215,83362.613,0.698762,0.536915,0.213706,0.249379,0.862993,1109.233,0.062531,18.91,0.69307,A,second_life,0.895126,0.885246,0.176303,0.319285,42948.935,0.239077,1.067429,20.0,1,0.990404,270.497,0.213702,0.032731,73.293,0,COMPLETE
OBS-05281-SCN-06-029-P01,SCN-06-029,1,PLANT-12,transport_disruption,LMO,398.785,3621.613,1444246.112,3671.289,4152.969,604.749,0.0,426.92,170249.341,0.772161,0.516413,0.232544,0.251043,0.859578,1013.39,0.086466,18.828,0.678875,A,recycle,0.912359,0.866645,0.158961,0.323218,100872.983,0.451942,0.94947,1227.711,1,0.990181,281.963,0.39169,0.034101,390.145,0,COMPLETE
OBS-05282-SCN-06-029-P02,SCN-06-029,2,PLANT-12,transport_disruption,LMO,398.785,3758.047,1498653.957,3777.235,4330.95,482.756,0.0,421.532,168100.571,0.809774,0.508242,0.151591,0.340167,0.752054,1103.161,0.08926,29.539,0.605018,B,recycle,0.907221,0.846882,0.172267,0.288286,102220.148,0.177814,0.929385,1447.509,1,0.992377,327.36,0.408704,0.044493,172.549,0,COMPLETE
OBS-05283-SCN-06-029-P03,SCN-06-029,3,PLANT-12,transport_disruption,LMO,398.785,3797.839,1514522.278,3818.879,4087.291,416.807,0.0,958.468,382222.978,0.679695,0.429697,0.241658,0.328645,0.793383,930.642,0.143587,38.886,0.580655,B,remanufacture,0.899502,0.835918,0.132945,0.313029,202618.69,0.217746,0.930215,1561.306,1,0.975441,337.606,0.286914,0.034965,316.817,0,COMPLETE
OBS-05284-SCN-06-029-P04,SCN-06-029,4,PLANT-12,transport_disruption,LMO,398.785,4056.805,1617794.054,4061.463,4567.665,647.559,0.0,700.156,279212.02,0.693501,0.490191,0.271102,0.238707,0.840917,1086.3,0.102628,31.535,0.656594,A,recycle,0.941634,0.83561,0.185775,0.3417,148459.377,0.203583,1.038205,1135.674,1,0.986499,293.218,0.562199,0.035715,369.681,0,COMPLETE
OBS-05285-SCN-06-029-P05,SCN-06-029,5,PLANT-12,transport_disruption,LMO,398.785,3772.926,1504587.324,3790.87,4425.447,382.389,0.0,622.609,248287.236,0.779155,0.428081,0.27413,0.29779,0.778792,757.685,0.331889,22.398,0.513618,B,recycle,0.852741,0.810228,0.144761,0.308731,141085.603,0.319779,0.996415,20.0,1,0.992115,234.009,0.304989,0.041263,315.145,0,COMPLETE
OBS-05286-SCN-06-029-P06,SCN-06-029,6,PLANT-12,transport_disruption,LMO,398.785,3759.402,1499194.084,3787.091,4285.541,368.794,0.0,822.613,328045.762,0.690269,0.453873,0.207936,0.33819,0.679829,1174.718,0.101892,18.86,0.542149,B,remanufacture,0.916563,0.845062,0.146875,0.278024,177062.948,0.28248,1.035196,1563.858,1,0.985272,301.971,0.469292,0.046324,291.303,0,COMPLETE
OBS-05287-SCN-06-029-P07,SCN-06-029,7,PLANT-12,transport_disruption,LMO,398.785,2908.258,1159770.449,2950.934,3446.311,530.311,0.0,375.124,149593.832,0.811724,0.422457,0.252749,0.324794,0.671528,443.91,0.189861,29.173,0.499847,B,remanufacture,0.859832,0.821625,0.136727,0.2916,90132.995,0.23511,1.011963,1070.768,1,0.982148,340.916,0.434313,0.034371,304.154,0,COMPLETE
OBS-05288-SCN-06-029-P08,SCN-06-029,8,PLANT-12,transport_disruption,LMO,398.785,2997.052,1195180.305,3036.518,3399.742,561.796,0.0,813.715,324497.406,0.693712,0.495734,0.230123,0.274142,0.848655,1160.762,0.189536,26.217,0.636403,A,second_life,0.880832,0.825969,0.173866,0.329972,163807.481,0.325972,1.100357,1003.917,1,0.978279,315.269,0.366074,0.037424,216.902,0,COMPLETE
OBS-05289-SCN-06-029-P09,SCN-06-029,9,PLANT-12,transport_disruption,LMO,398.785,3112.216,1241105.794,3167.147,3366.131,439.303,0.0,455.267,181553.865,0.733887,0.471483,0.262223,0.266294,0.834459,1441.094,0.253765,14.054,0.566166,B,remanufacture,0.866787,0.808501,0.158837,0.324202,97146.486,0.35782,1.097879,1126.846,1,0.975766,310.082,0.355249,0.040967,267.123,0,COMPLETE
OBS-05290-SCN-06-029-P10,SCN-06-029,10,PLANT-12,transport_disruption,LMO,398.785,3272.216,1304911.461,3252.151,3897.009,471.959,0.0,578.7,230777.202,0.626012,0.534575,0.200656,0.264769,0.823369,1200.514,0.205027,23.948,0.611255,B,remanufacture,0.86917,0.817604,0.173085,0.338261,103834.429,0.284722,0.899145,537.218,1,0.999,255.279,0.156193,0.037743,137.07,0,COMPLETE
OBS-05291-SCN-06-030-P01,SCN-06-030,1,PLANT-10,transport_disruption,NMC622,412.705,3344.74,1380391.793,3364.904,3970.377,388.668,0.0,351.611,145111.59,0.757411,0.444571,0.246626,0.308804,0.637717,713.82,0.229555,26.274,0.465147,B,recycle,0.909178,0.797453,0.135643,0.327446,86372.612,0.49855,1.019892,909.491,1,0.961735,340.991,0.247368,0.031653,217.412,0,COMPLETE
OBS-05292-SCN-06-030-P02,SCN-06-030,2,PLANT-10,transport_disruption,NMC622,412.705,3564.871,1471240.726,3558.459,3895.618,533.88,0.0,701.197,289387.613,0.743993,0.404949,0.250112,0.344939,0.767691,891.014,0.54418,29.229,0.398845,C,recycle,0.857966,0.778491,0.156052,0.287894,155895.942,0.341759,1.055423,834.404,1,0.987151,325.266,0.299184,0.037391,208.802,0,COMPLETE
OBS-05293-SCN-06-030-P03,SCN-06-030,3,PLANT-10,transport_disruption,NMC622,412.705,3948.403,1629526.358,4010.187,4715.851,673.388,0.0,608.158,250989.974,0.750466,0.548111,0.24236,0.209529,0.855672,709.126,0.148193,25.993,0.661971,A,second_life,0.90586,0.823641,0.175645,0.331409,140657.473,0.197634,1.007256,1509.017,1,0.989365,378.35,0.52021,0.031374,446.462,0,COMPLETE
OBS-05294-SCN-06-030-P04,SCN-06-030,4,PLANT-10,transport_disruption,NMC622,412.705,3453.317,1425202.057,3520.339,3968.534,654.412,0.0,749.941,309504.61,0.705816,0.421639,0.279351,0.29901,0.832558,641.42,0.274033,35.801,0.555503,B,remanufacture,0.885074,0.816118,0.139945,0.313594,166289.417,0.360748,1.058294,1109.008,1,0.971976,289.796,0.301353,0.040407,166.448,0,COMPLETE
OBS-05295-SCN-06-030-P05,SCN-06-030,5,PLANT-10,transport_disruption,NMC622,412.705,3792.265,1565087.373,3819.674,4225.459,754.85,0.0,749.253,309220.685,0.678253,0.440186,0.230275,0.329539,0.630503,1004.765,0.147867,19.229,0.485672,B,remanufacture,0.913028,0.816606,0.160593,0.300172,160737.415,0.081632,1.160801,238.905,1,0.977835,272.856,0.360269,0.040375,378.795,0,COMPLETE
OBS-05296-SCN-06-030-P06,SCN-06-030,6,PLANT-10,transport_disruption,NMC622,412.705,3384.814,1396930.377,3448.912,4028.973,644.41,0.0,630.292,260124.714,0.713754,0.451383,0.308464,0.240153,0.85673,946.721,0.338933,23.824,0.570629,B,remanufacture,0.860544,0.838665,0.14321,0.287218,136891.837,0.265269,1.203361,631.613,1,0.989385,283.06,0.119958,0.045196,289.437,0,COMPLETE
OBS-05297-SCN-06-030-P07,SCN-06-030,7,PLANT-10,transport_disruption,NMC622,412.705,3151.523,1300650.109,3155.563,3440.999,319.476,0.0,622.158,256767.942,0.755138,0.558959,0.17014,0.270901,0.804033,882.419,0.140529,30.998,0.613456,B,remanufacture,0.886358,0.850273,0.19372,0.329131,138567.756,0.190633,0.858993,1055.529,1,0.991928,330.525,0.415269,0.036678,278.058,0,COMPLETE
OBS-05298-SCN-06-030-P08,SCN-06-030,8,PLANT-10,transport_disruption,NMC622,412.705,2719.324,1122279.389,2696.523,3124.55,500.473,0.0,414.037,170875.027,0.698535,0.490616,0.184903,0.324481,0.79078,1175.338,0.142458,14.657,0.589954,B,recycle,0.891322,0.785963,0.180183,0.307232,87220.569,0.291769,0.927698,1095.298,1,0.987547,327.955,0.178935,0.033868,258.274,0,COMPLETE
OBS-05299-SCN-06-030-P09,SCN-06-030,9,PLANT-10,transport_disruption,NMC622,412.705,3072.574,1268067.273,3036.271,3645.116,528.713,0.0,381.357,157387.882,0.750227,0.401112,0.2752,0.323689,0.724376,699.287,0.120802,18.246,0.563305,B,recycle,0.893043,0.843961,0.1376,0.28448,90937.961,0.340434,1.038921,1116.92,1,0.993683,280.124,0.383905,0.03044,321.516,0,COMPLETE
OBS-05300-SCN-06-030-P10,SCN-06-030,10,PLANT-10,transport_disruption,NMC622,412.705,3174.267,1310036.54,3229.363,3599.295,352.059,0.0,746.935,308263.784,0.752016,0.511333,0.196006,0.292661,0.821563,1024.536,0.26752,30.603,0.566308,B,recycle,0.896211,0.844618,0.198424,0.312379,166534.525,0.33055,1.026635,717.257,1,0.985878,262.348,0.566283,0.038703,140.789,0,COMPLETE
OBS-05301-SCN-06-031-P01,SCN-06-031,1,PLANT-12,transport_disruption,NMC811,412.854,3453.834,1425927.997,3463.725,3980.781,458.562,0.0,381.405,157464.299,0.809706,0.462235,0.284628,0.253137,0.80624,925.941,0.197103,26.079,0.602648,B,remanufacture,0.875586,0.818686,0.143268,0.288426,95642.997,0.3398,0.801851,536.639,1,0.985045,318.016,0.330081,0.031323,160.418,0,COMPLETE
OBS-05302-SCN-06-031-P02,SCN-06-031,2,PLANT-12,transport_disruption,NMC811,412.854,4032.12,1664675.328,3988.55,4589.161,335.545,0.0,746.617,308243.512,0.700261,0.484896,0.241473,0.273631,0.76858,991.058,0.086282,34.685,0.602908,B,recycle,0.913023,0.811591,0.163047,0.302173,164944.17,0.449315,0.963974,1449.095,1,0.983623,262.54,0.438857,0.039826,253.229,0,COMPLETE
OBS-05303-SCN-06-031-P03,SCN-06-031,3,PLANT-12,transport_disruption,NMC811,412.854,4324.28,1785294.97,4348.505,4843.948,573.003,0.0,1026.358,423735.554,0.785058,0.4024,0.276982,0.320618,0.621165,604.027,0.192621,19.351,0.457834,B,remanufacture,0.876659,0.8042,0.150665,0.28325,247688.965,0.368001,0.820484,438.714,1,0.982679,335.102,0.472515,0.034969,480.398,0,COMPLETE
OBS-05304-SCN-06-031-P04,SCN-06-031,4,PLANT-12,transport_disruption,NMC811,412.854,4049.626,1671903.005,4038.602,4560.782,542.041,0.0,959.507,396135.962,0.680862,0.388243,0.282052,0.329706,0.713078,888.087,0.333523,14.999,0.443324,B,remanufacture,0.849834,0.7985,0.114592,0.279829,202946.309,0.290756,0.950041,852.035,1,0.999,363.164,0.411536,0.036983,230.262,0,COMPLETE
OBS-05305-SCN-06-031-P05,SCN-06-031,5,PLANT-12,transport_disruption,NMC811,412.854,3828.988,1580811.645,3839.538,4408.816,314.245,0.0,417.912,172536.365,0.760554,0.446698,0.242094,0.311208,0.804964,796.75,0.21758,35.545,0.5635,B,recycle,0.855576,0.79411,0.143231,0.303072,96190.663,0.215681,0.901155,1436.463,1,0.993008,336.294,0.279572,0.038716,320.868,0,COMPLETE
OBS-05306-SCN-06-031-P06,SCN-06-031,6,PLANT-12,transport_disruption,NMC811,412.854,3458.859,1428002.773,3439.384,3717.981,664.547,0.0,431.601,178187.976,0.750398,0.434605,0.25907,0.306325,0.777161,682.877,0.173941,4.653,0.535025,B,remanufacture,0.878,0.836869,0.149118,0.288506,99892.712,0.284046,1.003237,1717.947,1,0.993096,335.404,0.292607,0.044373,168.137,0,COMPLETE
OBS-05307-SCN-06-031-P07,SCN-06-031,7,PLANT-12,transport_disruption,NMC811,412.854,3150.711,1300782.789,3167.05,3436.774,499.912,0.0,493.847,203886.733,0.768916,0.434028,0.258922,0.30705,0.631256,1208.627,0.086259,3.277,0.467932,B,remanufacture,0.906751,0.828146,0.146932,0.302434,121266.066,0.398597,0.899303,1039.629,1,0.984227,326.927,0.332451,0.044423,201.812,0,COMPLETE
OBS-05308-SCN-06-031-P08,SCN-06-031,8,PLANT-12,transport_disruption,NMC811,412.854,3198.508,1320515.662,3213.647,3451.497,442.37,0.0,736.621,304116.584,0.677403,0.406603,0.233661,0.359736,0.676287,1148.671,0.458966,30.545,0.369989,C,recycle,0.864542,0.76753,0.131142,0.284493,154746.748,0.354558,1.102013,893.722,1,0.987345,300.367,0.57043,0.040805,254.862,0,COMPLETE
OBS-05309-SCN-06-031-P09,SCN-06-031,9,PLANT-12,transport_disruption,NMC811,412.854,2998.522,1237950.859,2956.348,3390.59,445.167,0.0,757.194,312610.188,0.795685,0.534742,0.263876,0.201382,0.907608,992.354,0.099592,16.556,0.700342,A,remanufacture,0.891033,0.851187,0.16434,0.336771,185211.398,0.259573,0.901176,165.921,1,0.976513,331.756,0.597725,0.037782,337.262,0,COMPLETE
OBS-05310-SCN-06-031-P10,SCN-06-031,10,PLANT-12,transport_disruption,NMC811,412.854,2992.662,1235531.466,2989.788,3541.122,568.174,0.0,586.831,242275.308,0.748381,0.495425,0.31046,0.194115,0.872665,383.016,0.157226,26.628,0.667966,A,second_life,0.904667,0.842777,0.158484,0.345011,138033.062,0.375876,0.997866,1134.754,1,0.981042,304.221,0.318351,0.038607,125.264,0,COMPLETE
OBS-05311-SCN-06-032-P01,SCN-06-032,1,PLANT-08,transport_disruption,NMC622,422.533,3737.86,1579369.073,3799.753,4197.464,458.543,0.0,421.395,178053.479,0.732343,0.465111,0.252872,0.282017,0.744417,1124.457,0.15704,34.944,0.550768,B,remanufacture,0.898039,0.837013,0.136402,0.330335,101128.017,0.437737,1.091463,507.759,1,0.983054,364.894,0.361949,0.030924,293.203,0,COMPLETE
OBS-05312-SCN-06-032-P02,SCN-06-032,2,PLANT-08,transport_disruption,NMC622,422.533,3633.868,1535428.915,3610.86,3948.062,419.21,0.0,734.314,310271.936,0.707459,0.37576,0.207586,0.416654,0.652582,943.581,0.505985,28.633,0.336086,C,recycle,0.841103,0.790151,0.13008,0.270672,160609.729,0.3224,0.821068,1142.451,1,0.981805,312.309,0.349918,0.028274,335.069,0,COMPLETE
OBS-05313-SCN-06-032-P03,SCN-06-032,3,PLANT-08,transport_disruption,NMC622,422.533,3837.765,1621582.405,3880.387,4339.672,542.788,0.0,875.193,369797.939,0.756371,0.467626,0.243801,0.288573,0.797227,865.68,0.151525,10.668,0.578275,B,remanufacture,0.886762,0.820881,0.14213,0.340194,212778.515,0.31957,1.079657,1796.2,1,0.972853,342.415,0.400307,0.036595,408.976,0,COMPLETE
OBS-05314-SCN-06-032-P04,SCN-06-032,4,PLANT-08,transport_disruption,NMC622,422.533,4087.132,1726948.089,4148.266,4484.953,494.022,0.0,762.287,322091.513,0.831389,0.485694,0.214531,0.299775,0.729323,1137.563,0.0995,18.28,0.577192,B,recycle,0.899364,0.874398,0.162945,0.334721,201591.916,0.290735,0.911954,1044.585,1,0.989265,333.736,0.192563,0.043626,299.789,0,COMPLETE
OBS-05315-SCN-06-032-P05,SCN-06-032,5,PLANT-08,transport_disruption,NMC622,422.533,3599.347,1520842.627,3668.102,4264.719,353.3,0.0,718.325,303516.0,0.736364,0.403888,0.277978,0.318134,0.607809,685.282,0.274024,17.135,0.402495,B,remanufacture,0.877116,0.743554,0.118743,0.311163,172756.174,0.158152,0.99329,689.192,1,0.983847,291.188,0.49549,0.041724,271.217,0,COMPLETE
OBS-05316-SCN-06-032-P06,SCN-06-032,6,PLANT-08,transport_disruption,NMC622,422.533,3388.926,1431933.063,3446.841,3883.573,463.429,0.0,525.671,222113.131,0.667037,0.445264,0.260236,0.2945,0.680466,1054.582,0.149434,25.51,0.536676,B,remanufacture,0.913844,0.794548,0.163847,0.307535,113209.18,0.396537,0.895327,2000.0,1,0.98614,346.409,0.411445,0.037718,147.263,0,COMPLETE
OBS-05317-SCN-06-032-P07,SCN-06-032,7,PLANT-08,transport_disruption,NMC622,422.533,3081.891,1302200.533,3123.52,3528.817,394.441,0.0,460.806,194705.617,0.804543,0.519734,0.228964,0.251303,0.820414,868.28,0.188653,27.31,0.613214,B,remanufacture,0.883418,0.816419,0.182515,0.315018,113128.944,0.337892,1.111221,702.774,1,0.988661,353.21,0.400817,0.037632,296.089,0,COMPLETE
OBS-05318-SCN-06-032-P08,SCN-06-032,8,PLANT-08,transport_disruption,NMC622,422.533,3074.746,1299181.413,3078.851,3596.066,386.314,0.0,687.554,290514.32,0.709809,0.512955,0.221499,0.265546,0.862931,353.308,0.201513,35.779,0.612249,B,remanufacture,0.89362,0.813536,0.17892,0.347468,151303.079,0.096374,0.997748,1451.087,1,0.980871,280.47,0.390062,0.037165,341.336,0,COMPLETE
